Wage_Date,State_From,"Agriculture, forestry and fishing",Business services,Construction,"Electricity, gas, water and waste management",Financial intermediation,Manufacturing,Mining,Personal services,Public administration,Real estate and housing services,"Transport, communications and information services","Unemployment from Agriculture, forestry and fishing",Unemployment from Business services,Unemployment from Construction,"Unemployment from Electricity, gas, water and waste management",Unemployment from Financial intermediation,Unemployment from Manufacturing,Unemployment from Mining,Unemployment from Personal services,Unemployment from Public administration,Unemployment from Real estate and housing services,"Unemployment from Transport, communications and information services","Unemployment from Wholesale and retail trade, accommodation and food services","Wholesale and retail trade, accommodation and food services"
2008-03-01,"Transport, communications and information services",4.38E-4,0.002786,0.001534,1.25E-4,0.002254,9.7E-4,2.82E-4,0.002097,9.4E-5,6.3E-5,0.94782,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039972,0.0,0.001565
2008-03-01,"Unemployment from Agriculture, forestry and fishing",0.300419,0.010739,0.013096,0.0,0.002619,0.013882,5.24E-4,0.003667,0.0,2.62E-4,0.004976,0.635149,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.014667
2008-03-01,Unemployment from Business services,0.004218,0.26755,0.036457,3.01E-4,0.007231,0.013558,0.002109,0.020789,0.001808,0.001205,0.010545,0.0,0.612835,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021392
2008-03-01,Unemployment from Construction,0.00518,0.016792,0.300464,8.93E-4,0.00393,0.013576,0.003751,0.009825,7.15E-4,8.93E-4,0.004109,0.0,0.0,0.632726,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007145
2008-03-01,"Unemployment from Electricity, gas, water and waste management",0.0,0.05,0.03,0.3,0.02,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01
2008-03-01,Unemployment from Financial intermediation,0.009818,0.047686,0.019635,0.001403,0.245442,0.01122,0.0,0.018233,0.001403,0.001403,0.007013,0.0,0.0,0.0,0.0,0.621318,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015428
2008-03-01,Unemployment from Manufacturing,0.023622,0.023622,0.026401,0.0,0.009727,0.274201,9.26E-4,0.007874,4.63E-4,9.26E-4,0.004632,0.0,0.0,0.0,0.0,0.0,0.608152,0.0,0.0,0.0,0.0,0.0,0.0,0.019453
2008-03-01,Unemployment from Mining,0.006536,0.03268,0.084967,0.0,0.0,0.006536,0.235294,0.006536,0.0,0.0,0.006536,0.0,0.0,0.0,0.0,0.0,0.0,0.581699,0.0,0.0,0.0,0.0,0.0,0.039216
2008-03-01,Unemployment from Personal services,0.003075,0.024212,0.020369,0.0,0.008839,0.008455,0.001922,0.357417,0.00269,3.84E-4,0.005765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553805,0.0,0.0,0.0,0.0,0.013067
2008-03-01,Unemployment from Public administration,0.010101,0.005051,0.015152,0.0,0.0,0.015152,0.0,0.010101,0.323232,0.010101,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.60101,0.0,0.0,0.0,0.010101
2008-03-01,Unemployment from Real estate and housing services,0.0,0.036036,0.040541,0.004505,0.013514,0.004505,0.0,0.022523,0.004505,0.207207,0.009009,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.653153,0.0,0.0,0.004505
2008-03-01,"Unemployment from Transport, communications and information services",0.006736,0.022658,0.018371,0.0,0.007348,0.012247,0.001225,0.012247,0.001225,0.001225,0.346601,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.553582,0.0,0.016534
2008-03-01,"Unemployment from Wholesale and retail trade, accommodation and food services",0.008902,0.019041,0.011375,0.0,0.006429,0.015579,4.95E-4,0.011375,7.42E-4,9.89E-4,0.005935,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.610534,0.308605
2008-03-01,"Wholesale and retail trade, accommodation and food services",3.81E-4,0.001641,9.95E-4,6.6E-5,0.001923,0.001592,2.16E-4,0.001542,2.32E-4,1.49E-4,7.79E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047514,0.94297
2008-04-01,"Agriculture, forestry and fishing",0.836987,8.5E-4,0.002107,3.7E-5,0.00159,0.002662,1.11E-4,0.001109,1.85E-4,1.48E-4,8.13E-4,0.151514,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001886
2008-04-01,Business services,7.75E-4,0.910179,0.003688,2.51E-4,0.002891,0.002242,7.96E-4,0.003017,2.3E-4,2.1E-4,0.002493,0.0,0.065203,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.008025
2008-04-01,Construction,9.63E-4,0.003792,0.891403,3.48E-4,0.001681,0.002152,8.2E-4,0.001455,2.05E-4,3.28E-4,9.43E-4,0.0,0.0,0.09472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001189
2008-04-01,"Electricity, gas, water and waste management",3.56E-4,0.002847,0.001068,0.955872,0.003559,7.12E-4,7.12E-4,0.001068,0.001068,0.0,0.001068,0.0,0.0,0.0,0.031317,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.56E-4
2008-04-01,Entry,0.062923,0.095067,0.124552,0.00303,0.012895,0.081471,0.006429,0.162054,0.008129,0.006023,0.04988,0.035322,0.031923,0.034805,4.43E-4,0.005542,0.040754,6.65E-4,0.026824,0.001626,0.001219,0.012378,0.060004,0.136043
2008-04-01,Financial intermediation,0.001744,0.007876,0.005291,5.41E-4,0.926171,0.00493,8.42E-4,0.00493,7.82E-4,7.21E-4,0.004088,0.0,0.0,0.0,0.0,0.034991,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007094
2008-04-01,Manufacturing,8.31E-4,0.001466,0.002737,9.8E-5,0.001808,0.935725,1.71E-4,0.001417,9.8E-5,9.8E-5,6.6E-4,0.0,0.0,0.0,0.0,0.0,0.053131,0.0,0.0,0.0,0.0,0.0,0.0,0.00176
2008-04-01,Mining,0.0,0.002531,0.002689,0.0,0.002689,6.33E-4,0.960766,0.001107,1.58E-4,3.16E-4,0.001266,0.0,0.0,0.0,0.0,0.0,0.0,0.026103,0.0,0.0,0.0,0.0,0.0,0.00174
2008-04-01,Personal services,4.94E-4,0.00328,0.001752,6.7E-5,0.002629,0.001213,1.57E-4,0.938529,2.47E-4,2.47E-4,0.00173,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047541,0.0,0.0,0.0,0.0,0.002112
2008-04-01,Public administration,6.41E-4,0.001922,0.007047,3.2E-4,0.001281,0.001602,0.0,0.003203,0.926329,0.0,0.001922,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050929,0.0,0.0,0.0,0.004805
2008-04-01,Real estate and housing services,5.69E-4,0.002847,0.002277,2.85E-4,0.00427,8.54E-4,2.85E-4,0.002562,5.69E-4,0.936237,8.54E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.047538,0.0,0.0,8.54E-4
2008-04-01,"Transport, communications and information services",3.8E-4,0.002598,0.001722,1.75E-4,0.002219,9.63E-4,3.5E-4,0.001722,5.8E-5,5.8E-5,0.938808,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049397,0.0,0.001547
2008-04-01,"Unemployment from Agriculture, forestry and fishing",0.129652,0.006232,0.01506,1.73E-4,0.002077,0.009867,5.19E-4,0.004501,8.66E-4,1.73E-4,0.003289,0.811321,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.016271
2008-04-01,Unemployment from Business services,0.0049,0.184029,0.028494,3.63E-4,0.010345,0.013975,0.001633,0.018512,0.001452,9.07E-4,0.010526,0.0,0.697096,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027768
2008-04-01,Unemployment from Construction,0.00592,0.018329,0.2426,7.97E-4,0.002505,0.012181,0.001821,0.008197,9.11E-4,0.001594,0.006148,0.0,0.0,0.691371,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007628
2008-04-01,"Unemployment from Electricity, gas, water and waste management",0.0,0.034014,0.034014,0.190476,0.0,0.006803,0.006803,0.027211,0.0,0.0,0.006803,0.0,0.0,0.0,0.673469,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.020408
2008-04-01,Unemployment from Financial intermediation,0.002012,0.036217,0.024145,0.0,0.117706,0.013078,0.0,0.017103,0.002012,0.003018,0.011066,0.0,0.0,0.0,0.0,0.749497,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.024145
2008-04-01,Unemployment from Manufacturing,0.009006,0.018594,0.0276,5.81E-4,0.00523,0.20337,0.001162,0.011621,0.001162,0.001162,0.006101,0.0,0.0,0.0,0.0,0.0,0.691458,0.0,0.0,0.0,0.0,0.0,0.0,0.022952
2008-04-01,Unemployment from Mining,0.003663,0.029304,0.051282,0.0,0.007326,0.010989,0.131868,0.010989,0.0,0.003663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.747253,0.0,0.0,0.0,0.0,0.0,0.003663
2008-04-01,Unemployment from Personal services,0.00449,0.020526,0.016036,4.28E-4,0.006414,0.00898,6.41E-4,0.193928,0.002352,0.002352,0.006414,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.725037,0.0,0.0,0.0,0.0,0.012401
2008-04-01,Unemployment from Public administration,0.006897,0.018391,0.041379,0.002299,0.004598,0.009195,0.002299,0.006897,0.128736,0.002299,0.002299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.767816,0.0,0.0,0.0,0.006897
2008-04-01,Unemployment from Real estate and housing services,0.002755,0.013774,0.016529,0.002755,0.011019,0.002755,0.002755,0.016529,0.002755,0.181818,0.008264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.727273,0.0,0.0,0.011019
2008-04-01,"Unemployment from Transport, communications and information services",0.005848,0.020273,0.015205,0.00117,0.009357,0.015595,0.00117,0.013255,3.9E-4,3.9E-4,0.220663,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.68499,0.0,0.011696
2008-04-01,"Unemployment from Wholesale and retail trade, accommodation and food services",0.003367,0.016835,0.013308,3.21E-4,0.005291,0.012025,8.02E-4,0.011544,0.001924,8.02E-4,0.006734,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.71156,0.215488
2008-04-01,"Wholesale and retail trade, accommodation and food services",9.27E-4,0.002087,9.58E-4,7.7E-5,0.001499,0.001607,2.01E-4,0.001546,3.09E-4,7.7E-5,9.27E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.055627,0.934157
2008-05-01,"Agriculture, forestry and fishing",0.787111,0.001058,0.002038,3.9E-5,0.001333,0.002783,1.18E-4,0.001372,7.8E-5,3.9E-5,6.66E-4,0.201325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002038
2008-05-01,Business services,6.2E-4,0.924999,0.003449,1.86E-4,0.002499,0.001714,6.61E-4,0.003078,6.2E-5,1.86E-4,0.001776,0.0,0.057856,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002912
2008-05-01,Construction,7.76E-4,0.002984,0.889945,6.0E-5,0.001571,0.002049,0.001014,0.001313,1.79E-4,5.57E-4,9.55E-4,0.0,0.0,0.097245,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001353
2008-05-01,"Electricity, gas, water and waste management",0.0,0.001739,0.001391,0.965577,0.002782,6.95E-4,0.001391,0.002086,3.48E-4,3.48E-4,6.95E-4,0.0,0.0,0.0,0.021905,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001043
2008-05-01,Entry,0.048025,0.112228,0.147252,0.00403,0.021231,0.085434,0.008174,0.122616,0.011069,0.008061,0.063976,0.029916,0.028327,0.040702,0.001192,0.00386,0.023218,0.001079,0.025488,0.002044,0.001703,0.010729,0.039737,0.159911
2008-05-01,Financial intermediation,0.002209,0.006747,0.005254,4.18E-4,0.928171,0.003642,0.001015,0.006508,1.19E-4,8.96E-4,0.004896,0.0,0.0,0.0,0.0,0.033855,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006269
2008-05-01,Manufacturing,8.06E-4,0.001422,0.002157,1.19E-4,0.002062,0.931514,1.66E-4,0.001328,4.7E-5,4.7E-5,8.53E-4,0.0,0.0,0.0,0.0,0.0,0.057368,0.0,0.0,0.0,0.0,0.0,0.0,0.00211
2008-05-01,Mining,0.0,0.002165,0.003402,0.0,0.001392,0.001237,0.966594,4.64E-4,0.0,0.0,9.28E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.022889,0.0,0.0,0.0,0.0,0.0,9.28E-4
2008-05-01,Personal services,5.21E-4,0.003165,0.001583,6.2E-5,0.002874,0.001687,1.87E-4,0.944583,3.54E-4,1.67E-4,0.001208,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.041464,0.0,0.0,0.0,0.0,0.002145
2008-05-01,Public administration,6.06E-4,0.003028,0.003937,6.06E-4,0.001211,0.001514,0.0,0.004543,0.940036,3.03E-4,6.06E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.038462,0.0,0.0,0.0,0.005148
2008-05-01,Real estate and housing services,2.75E-4,0.006061,0.004683,0.0,0.006061,0.001653,0.001377,0.004683,0.0,0.919835,0.00303,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.050689,0.0,0.0,0.001653
2008-05-01,"Transport, communications and information services",2.01E-4,0.002532,0.001237,8.6E-5,0.001755,0.001093,7.19E-4,0.001554,8.6E-5,1.44E-4,0.946622,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.042328,0.0,0.00164
2008-05-01,"Unemployment from Agriculture, forestry and fishing",0.124936,0.007802,0.0116,2.05E-4,0.001745,0.006673,4.11E-4,0.00308,4.11E-4,1.03E-4,0.002977,0.829381,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010677
2008-05-01,Unemployment from Business services,0.004733,0.167072,0.024562,0.001407,0.006908,0.010618,0.001791,0.014456,0.001791,0.001151,0.008059,0.0,0.73596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021492
2008-05-01,Unemployment from Construction,0.004469,0.01693,0.220952,8.6E-5,0.001891,0.008766,0.001203,0.007906,0.001375,7.73E-4,0.004211,0.0,0.0,0.723702,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007735
2008-05-01,"Unemployment from Electricity, gas, water and waste management",0.005025,0.01005,0.065327,0.130653,0.0,0.01005,0.0,0.005025,0.0,0.0,0.01005,0.0,0.0,0.0,0.748744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.015075
2008-05-01,Unemployment from Financial intermediation,0.004739,0.036561,0.014895,0.0,0.119838,0.008802,6.77E-4,0.017603,0.0,0.003385,0.010833,0.0,0.0,0.0,0.0,0.755586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027082
2008-05-01,Unemployment from Manufacturing,0.006541,0.015909,0.025102,0.0,0.003712,0.140004,8.84E-4,0.009192,0.001237,3.54E-4,0.00548,0.0,0.0,0.0,0.0,0.0,0.773025,0.0,0.0,0.0,0.0,0.0,0.0,0.018561
2008-05-01,Unemployment from Mining,0.0,0.02584,0.046512,0.002584,0.002584,0.002584,0.121447,0.010336,0.002584,0.002584,0.010336,0.0,0.0,0.0,0.0,0.0,0.0,0.762274,0.0,0.0,0.0,0.0,0.0,0.010336
2008-05-01,Unemployment from Personal services,0.003048,0.019252,0.017969,1.6E-4,0.005776,0.006097,6.42E-4,0.162843,0.003048,9.63E-4,0.008503,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.758864,0.0,0.0,0.0,0.0,0.012835
2008-05-01,Unemployment from Public administration,0.005587,0.009311,0.031657,0.0,0.0,0.009311,0.003724,0.011173,0.126629,0.001862,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.793296,0.0,0.0,0.0,0.007449
2008-05-01,Unemployment from Real estate and housing services,0.0,0.030172,0.025862,0.0,0.00431,0.015086,0.0,0.010776,0.002155,0.146552,0.00431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.752155,0.0,0.0,0.008621
2008-05-01,"Unemployment from Transport, communications and information services",0.003436,0.021406,0.013478,7.93E-4,0.005021,0.008457,7.93E-4,0.006342,2.64E-4,7.93E-4,0.188425,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.738108,0.0,0.012685
2008-05-01,"Unemployment from Wholesale and retail trade, accommodation and food services",0.004658,0.015009,0.010558,3.11E-4,0.005072,0.009109,7.25E-4,0.008281,0.001346,5.18E-4,0.005175,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.756754,0.182486
2008-05-01,"Wholesale and retail trade, accommodation and food services",8.08E-4,0.001706,0.001092,4.5E-5,0.001676,0.001317,4.19E-4,0.001317,1.35E-4,1.2E-4,8.68E-4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.056074,0.934425
2008-06-01,"Agriculture, forestry and fishing",0.862968,0.001063,0.002258,0.0,0.001771,0.001018,8.9E-5,0.001195,0.0,1.77E-4,8.41E-4,0.126583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002037
2008-06-01,Business services,3.22E-4,0.926372,0.003547,2.22E-4,0.002439,0.001592,5.24E-4,0.002237,2.42E-4,3.02E-4,0.001693,0.0,0.057927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00258
2008-06-01,Construction,0.001032,0.003136,0.890549,1.56E-4,0.001324,0.00185,8.57E-4,0.001402,1.56E-4,3.9E-4,8.18E-4,0.0,0.0,0.097143,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.001188
2008-06-01,"Electricity, gas, water and waste management",0.0,0.003752,0.001364,0.962142,0.001023,6.82E-4,3.41E-4,0.002729,6.82E-4,0.0,3.41E-4,0.0,0.0,0.0,0.026262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.82E-4
2008-06-01,Entry,0.05083,0.121437,0.154268,0.004789,0.024874,0.083121,0.011896,0.115643,0.009811,0.007879,0.065431,0.02248,0.028814,0.043028,0.001545,0.003476,0.013441,0.00139,0.023947,0.003862,0.002163,0.011278,0.036462,0.158131
2008-06-01,Financial intermediation,0.001766,0.006944,0.004826,4.71E-4,0.929496,0.005355,7.06E-4,0.007474,2.35E-4,6.47E-4,0.003884,0.0,0.0,0.0,0.0,0.031485,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006709
2008-06-01,Manufacturing,9.87E-4,0.001386,0.001856,1.41E-4,0.00202,0.936017,1.41E-4,0.001339,7.0E-5,9.4E-5,5.87E-4,0.0,0.0,0.0,0.0,0.0,0.053977,0.0,0.0,0.0,0.0,0.0,0.0,0.001386
2008-06-01,Mining,1.5E-4,8.99E-4,0.002696,1.5E-4,0.002097,7.49E-4,0.965698,3.0E-4,0.0,0.0,0.002996,0.0,0.0,0.0,0.0,0.0,0.0,0.023367,0.0,0.0,0.0,0.0,0.0,8.99E-4
2008-06-01,Personal services,4.64E-4,0.002441,0.001332,1.01E-4,0.002401,0.001513,1.41E-4,0.945705,3.23E-4,1.21E-4,0.00119,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04237,0.0,0.0,0.0,0.0,0.001897
2008-06-01,Public administration,0.001146,0.003151,0.002005,2.86E-4,0.001146,8.59E-4,2.86E-4,0.005729,0.939272,0.0,0.001719,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.040962,0.0,0.0,0.0,0.003437
2008-06-01,Real estate and housing services,2.73E-4,0.002998,0.002453,0.0,0.003271,2.73E-4,5.45E-4,0.002453,0.0,0.937313,0.001635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.045516,0.0,0.0,0.003271
2008-06-01,"Transport, communications and information services",6.21E-4,0.001806,0.001665,1.13E-4,0.002398,7.9E-4,3.1E-4,0.001326,1.41E-4,8.5E-5,0.942949,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.046555,0.0,0.001241
2008-06-01,"Unemployment from Agriculture, forestry and fishing",0.153544,0.004876,0.009387,2.91E-4,0.001019,0.006404,3.64E-4,0.003784,2.91E-4,2.91E-4,0.002474,0.810581,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006695
2008-06-01,Unemployment from Business services,0.004529,0.133547,0.028499,3.31E-4,0.006296,0.014802,0.001215,0.014581,0.001105,0.001105,0.008726,0.0,0.764167,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.021098
2008-06-01,Unemployment from Construction,0.006345,0.016753,0.208954,1.43E-4,0.001283,0.012832,0.00164,0.008626,6.42E-4,8.55E-4,0.004919,0.0,0.0,0.730092,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.006915
2008-06-01,"Unemployment from Electricity, gas, water and waste management",0.017167,0.021459,0.038627,0.120172,0.004292,0.025751,0.004292,0.012876,0.0,0.0,0.0,0.0,0.0,0.0,0.729614,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025751
2008-06-01,Unemployment from Financial intermediation,0.006282,0.027413,0.013706,5.71E-4,0.110794,0.006853,0.0,0.019417,0.001142,0.002856,0.012564,0.0,0.0,0.0,0.0,0.785837,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012564
2008-06-01,Unemployment from Manufacturing,0.008053,0.014718,0.021661,2.78E-4,0.002916,0.125937,0.001111,0.00722,1.39E-4,6.94E-4,0.004999,0.0,0.0,0.0,0.0,0.0,0.794085,0.0,0.0,0.0,0.0,0.0,0.0,0.018189
2008-06-01,Unemployment from Mining,0.002165,0.030303,0.036797,0.002165,0.0,0.012987,0.112554,0.017316,0.0,0.0,0.015152,0.0,0.0,0.0,0.0,0.0,0.0,0.751082,0.0,0.0,0.0,0.0,0.0,0.019481
2008-06-01,Unemployment from Personal services,0.003766,0.020084,0.014644,2.79E-4,0.004881,0.007671,5.58E-4,0.138773,0.001813,6.97E-4,0.005997,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.789819,0.0,0.0,0.0,0.0,0.011018
2008-06-01,Unemployment from Public administration,0.003396,0.011885,0.018676,0.0,0.0,0.008489,0.001698,0.010187,0.088285,0.001698,0.008489,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.833616,0.0,0.0,0.0,0.013582
2008-06-01,Unemployment from Real estate and housing services,0.0,0.024867,0.019538,0.0,0.012433,0.007105,0.003552,0.01421,0.001776,0.099467,0.008881,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.788632,0.0,0.0,0.019538
2008-06-01,"Unemployment from Transport, communications and information services",0.003144,0.019313,0.011678,6.74E-4,0.005839,0.006962,0.001572,0.010779,6.74E-4,6.74E-4,0.154053,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.768471,0.0,0.016169
2008-06-01,"Unemployment from Wholesale and retail trade, accommodation and food services",0.004677,0.013862,0.00995,3.4E-4,0.004252,0.011055,9.35E-4,0.010035,5.95E-4,7.65E-4,0.004592,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.790033,0.148907
